Posts,User Names,User Links,Likes,Reblogs,Comments,Comment Links,Post Date,Post Time,Date in Datetime Format
:妈子，今日体中个太子爺，问我边度人，话几勤快，,涵曦Latoja猫女郎,https://weibo.cn/shingooustar,0,0,0,https://weibo.cn/comment/y7Wcpsl6S?uid=1925408330&rl=1#cmtfrm,2012-03-01,23:59:13,2012-03-01
:话说今年是龙年，又逢双春加闰月 。似乎从春节开始就蔓延着一股结婚风，看到身边的人都忙着相亲恋爱。才发现，其实自己真的已经到了谈婚论嫁的年龄 。随便补充一句：那些准备结婚的亲朋好友们，假如有幸能成为你们凑够台的一员，请至少提前半年通知，我好准备面包，否则，别到时候跟我说：不收欠条。,Fu2代,https://weibo.cn/136313878,0,0,0,https://weibo.cn/comment/y7Wcl1Lh9?uid=1834344241&rl=1#cmtfrm,2012-03-01,23:58:59,2012-03-01
:很久以前，有一个老王后，她的国王丈夫已经死了许多年，她有一个美丽漂亮的女儿。女儿长大以后，与很远的国家的一个王子订了婚。到了快结婚的日子，老王后把一切都打点好了，让她启程去王子所在的国家。,讲给小公主的故事,https://weibo.cn/u/2687817042,0,0,0,https://weibo.cn/comment/y7Wcbvznr?uid=2687817042&rl=1#cmtfrm,2012-03-01,23:58:39,2012-03-01
:一位姐妹传来的婚讯，好振奋人心了！@Ayan_L 林太太新婚快乐，和林先生白头偕老！,Wwv_L,https://weibo.cn/u/1686306300,0,2,4,https://weibo.cn/comment/y7Wca6pIk?uid=1686306300&rl=1#cmtfrm,2012-03-01,23:58:36,2012-03-01
:【心理探寻】大多女人这一生最看重的是婚姻，她们把婚姻的成功当成是人生最大成功。很多姑娘，并不是不敢裸婚，只是害怕柴米油盐浸透了浪漫，爱情在贫贱面前无处容身。一个男人，可以不够有钱，但一定要给你爱的女人信心。女人可以吃苦受穷，但前提一定得是：那个男人对她的爱，值得让她去熬煎！,名媛荟,https://weibo.cn/my1930,0,10,0,https://weibo.cn/comment/y7WbWuxY1?uid=1600516387&rl=1#cmtfrm,2012-03-01,23:58:05,2012-03-01
:《裸婚时代》中大家说嫁人就嫁刘易阳，那看完了《蚁族的故事》后，是不是该说娶妻当娶宋楚楚啊！,tony鱼头,https://weibo.cn/u/1407877903,0,0,0,https://weibo.cn/comment/y7WbFm89x?uid=1407877903&rl=1#cmtfrm,2012-03-01,23:57:20,2012-03-01
: @色儿求韩月老赐婚 我改了…,做自己的豆豆,https://weibo.cn/gengdou,0,3,12,https://weibo.cn/comment/y7Wbn2RAp?uid=1681358727&rl=1#cmtfrm,2012-03-01,23:56:38,2012-03-01
:再看裸婚时代，仍旧感动。但更多的想祝福那些有勇气裸婚的恋人们幸福的走下去！祝福你们！,竹西佳处_D,https://weibo.cn/permanentchildhood,0,0,2,https://weibo.cn/comment/y7WbiihDd?uid=1678224727&rl=1#cmtfrm,2012-03-01,23:56:25,2012-03-01
:为什么有那么多的结婚了 又有那么多结不了婚呢? 哪个是幸福的？[打哈氣],煊煦,https://weibo.cn/335000898,0,0,1,https://weibo.cn/comment/y7WbfkWsm?uid=1272637715&rl=1#cmtfrm,2012-03-01,23:56:21,2012-03-01
:有朋友问我看见你的婚纱照，我会怎样想？我还会想什么？你结你的婚，我打我的光棍，咱们井水不犯河水！,the_Gorilla,https://weibo.cn/u/1898090844,0,0,0,https://weibo.cn/comment/y7WbcFcDy?uid=1898090844&rl=1#cmtfrm,2012-03-01,23:56:16,2012-03-01
