Posts,User Names,User Links,Likes,Reblogs,Comments,Comment Links,Post Date,Post Time,Date in Datetime Format
:“达日”有喜~又婚一个！六月为我们的新娘子期待大家聚起[中箭][丘比特]@达日画室那帮最七嘿,lavie-LAN,https://weibo.cn/lavielan,0,0,19,https://weibo.cn/comment/ylVwoBXxJ?uid=1833939662&rl=1#cmtfrm,2012-06-01,23:59:58,2012-06-01
:亲爱的要婚了。。,小妮妮童鞋,https://weibo.cn/cznini,0,0,12,https://weibo.cn/comment/ylVwo2KHE?uid=1878784803&rl=1#cmtfrm,2012-06-01,23:59:53,2012-06-01
:喜迎@呗爺XMN 大婚，a ga被委以花童的重任。为圆满完成任务，想了个情景模拟，将蚊帐披在身上，让a ga拽着尾巴跟着走。反复彩排了好几回。这样的态度严谨吗？想法独特吗？感情仗义吗？,小绮2010,https://weibo.cn/u/1790603611,0,1,4,https://weibo.cn/comment/ylVvZc0x3?uid=1790603611&rl=1#cmtfrm,2012-06-01,23:58:57,2012-06-01
:结了婚，女人就必定呆在家相夫教子了吗，晚点回去都要洗耳挨骂，一个打麻将，一个堂会欢快，一个熟睡，还有这么一个小小，你们于心何忍啊？？我结个婚都想有个稳定和谐的家，我现在真心累，真心受约束了！就是让我觉得早婚都是浪费时间的。我要知道是过这样的日子我倒不如过回我疯狂的生活！你妹的！,大佬嘉妈咪,https://weibo.cn/baby5gaga,0,1,27,https://weibo.cn/comment/ylVvTA0Nc?uid=1779981582&rl=1#cmtfrm,2012-06-01,23:58:44,2012-06-01
:今天姐正式婚了，受到认可老,满满的幸福-黎么么,https://weibo.cn/u/2679968450,0,0,1,https://weibo.cn/comment/ylVvOyyyK?uid=2679968450&rl=1#cmtfrm,2012-06-01,23:58:31,2012-06-01
:其实不太愿意去明天的兼职，太麻烦了！不过～不去也是没事做～不如去看看玩玩～又一个展览——婚博会！！！六点起床～,V有你们真好V,https://weibo.cn/u/1775908743,0,0,0,https://weibo.cn/comment/ylVvJgxn8?uid=1775908743&rl=1#cmtfrm,2012-06-01,23:58:20,2012-06-01
:六一礼物......祝哥哥大婚快乐~撒花~,LANF1111,https://weibo.cn/mohiawang,0,0,8,https://weibo.cn/comment/ylVvGAMDO?uid=1776377964&rl=1#cmtfrm,2012-06-01,23:58:12,2012-06-01
:大学好友婚了。祝亲爱的她永远幸福快乐！,阿蒙与小果,https://weibo.cn/u/2695797883,0,0,0,https://weibo.cn/comment/ylVvGzKZc?uid=2695797883&rl=1#cmtfrm,2012-06-01,23:58:13,2012-06-01
:差点忘了，结婚十五周年呢，水晶婚。玻璃渣都没见到,ATOMIC阿童木,https://weibo.cn/shuotang,0,0,13,https://weibo.cn/comment/ylVvGwCFi?uid=1641195702&rl=1#cmtfrm,2012-06-01,23:58:14,2012-06-01
:今天突然觉得应该每天都这么嗨。难道要等到结了婚抱着孩子出来玩吗？青春不能被狗吃了，后悔大学里太乖了,燕儿飛Y,https://weibo.cn/u/2354159732,0,0,2,https://weibo.cn/comment/ylVvx9vTI?uid=2354159732&rl=1#cmtfrm,2012-06-01,23:57:50,2012-06-01
:曾有个女子在LES群里认识我们约会 散聊天她问你怎么不问我是做什么的？我回答你愿意就告诉我其实我们没有必要问别人的隐私问题年龄工作婚否只是一夜 她很自由想去哪旅游就可以随时去我很羡慕刚开始我们很粘在一次大大的圆床上结束后也许我没有她要的那种感觉我们很有默契的没有再联系我觉得这样很好,甜蜜巫坊,https://weibo.cn/u/2715099643,0,0,0,https://weibo.cn/comment/ylVv3xlpX?uid=2715099643&rl=1#cmtfrm,2012-06-01,23:56:39,2012-06-01
