Posts,User Names,User Links,Likes,Reblogs,Comments,Comment Links,Post Date,Post Time,Date in Datetime Format
:和空姐同居的日子，看到后面好心酸啊。。。路飞的工作。。。,赫赫sir,https://weibo.cn/206141110,0,0,0,https://weibo.cn/comment/4qFim?uid=1183046912&rl=1#cmtfrm,2010-04-01,23:56:45,2010-04-01
:女因不堪男友吃软饭捏出其dan使身亡,我的天哇,https://weibo.cn/u/1720478197,0,0,0,https://weibo.cn/comment/4qfM6?uid=1720478197&rl=1#cmtfrm,2010-04-01,23:35:35,2010-04-01
:正看《空姐》，才意识到名字叫《和空姐一起的日子》，不是“同居”的日子，O(∩_∩)O哈哈~我有思想肮脏了,dd_up,https://weibo.cn/u/1678653977,0,0,0,https://weibo.cn/comment/4pxhI?uid=1678653977&rl=1#cmtfrm,2010-04-01,23:03:47,2010-04-01
:雷雷：如果爱一个人，千万不要与他同居或结婚。 http://sinaurl.cn/hQZQ1,贵州客微与博,https://weibo.cn/gzke,0,0,0,https://weibo.cn/comment/4oM9O?uid=1670290061&rl=1#cmtfrm,2010-04-01,22:33:40,2010-04-01
:我想做陆飞!爱冉静的鸭 好书推荐：《白领手记：和空姐同居的日子》 http://sinaurl.cn/hIkyO,皮皮鸭4848,https://weibo.cn/577224106,0,0,0,https://weibo.cn/comment/4oGq9?uid=1722335335&rl=1#cmtfrm,2010-04-01,22:30:00,2010-04-01
:《大学生同居的事》生活真是太丰富啦吧！,日剧咪,https://weibo.cn/pow32167007,0,0,0,https://weibo.cn/comment/4ozFQ?uid=1204832102&rl=1#cmtfrm,2010-04-01,22:25:30,2010-04-01
:我中毒啦!刚看完@姚晨和老凌的电视剧版的#与空姐同居的日子#，现在再听同声小说版本，哈哈，我中毒不轻吧?,飞侠没有翅膀,https://weibo.cn/lvxin1987,0,1,3,https://weibo.cn/comment/4oybr?uid=1661605547&rl=1#cmtfrm,2010-04-01,22:24:31,2010-04-01
:同居闺蜜今天出差了，晚上没事找朋友去开开心心大吃了一顿，现在回家的路上，不知为什么却有种孤独感…我想他了，不知道他现在在干什么，有没有想我呢,小粉手套,https://weibo.cn/sss1212,0,0,0,https://weibo.cn/comment/4oaxy?uid=1655687193&rl=1#cmtfrm,2010-04-01,22:08:52,2010-04-01
:对门那个把自己胸部露了3分之1的姐，您是妈比国的吧？您已经以每秒钟10个字外带每句1个粗口的速度高分贝骂了您男友将近2个小时了，我还听见您打他……您真是文武双全。既然每天都如此，为啥还要同居？,奔跑的乌啦乌啦,https://weibo.cn/mazhae,0,2,6,https://weibo.cn/comment/4nuGe?uid=1706370392&rl=1#cmtfrm,2010-04-01,21:40:13,2010-04-01
:我发现我现在我改变了很多了…！不知道是不是开始走向成年得表现，还有《校园篮球风云》《和空姐同居的日子》这两本书对我有很大的影响。以后慢慢讲我是怎样知道自改变的…呵呵,LZU较劲,https://weibo.cn/u/1699376005,0,0,0,https://weibo.cn/comment/4nn3K?uid=1699376005&rl=1#cmtfrm,2010-04-01,21:34:42,2010-04-01
:高雅着饿死，还是变俗了生存，这在目前似乎已经不再成为问题。有位书商说，现在做的书，书名越俗，卖得越好。看看现在畅销作品的名字《和空姐同居的日子》、《裸婚》、《求医不如求己》，不是大实话就是往猎奇惊悚上靠。。。,Neil-2019,https://weibo.cn/u/1677996497,0,0,0,https://weibo.cn/comment/4nhBd?uid=1677996497&rl=1#cmtfrm,2010-04-01,21:30:44,2010-04-01
:和空姐同居的日子，姚晨，老凌，好看！！,霍惑或嚯,https://weibo.cn/pp911,0,0,0,https://weibo.cn/comment/4nde2?uid=1676884845&rl=1#cmtfrm,2010-04-01,21:27:27,2010-04-01
:孙艺珍X李敏镐 个人取向 01【那个宅女和假Gay的爆笑同居】http://sinaurl.cn/hQz5h,潇洒呕吧,https://weibo.cn/anroem,0,1,0,https://weibo.cn/comment/4mwWK?uid=1646413991&rl=1#cmtfrm,2010-04-01,20:55:31,2010-04-01
:看电视翻台开了一下<和空姐同居的日子> 太打击我了，看小说时候美好的幻想都被姚晨给打破了！,贝吉塔7503,https://weibo.cn/u/1718351795,0,0,0,https://weibo.cn/comment/4mfl1?uid=1718351795&rl=1#cmtfrm,2010-04-01,20:41:35,2010-04-01
:喜欢 好书推荐：《白领手记：和空姐同居的日子》 http://sinaurl.cn/hIkyO,周炜佳2020,https://weibo.cn/zhouweijia2010,0,0,0,https://weibo.cn/comment/4m7zU?uid=1678370642&rl=1#cmtfrm,2010-04-01,20:35:15,2010-04-01
":恋爱3年不同居的肯定分手,同居3年的不结婚肯定分手,结婚3年没吵过架的肯定离婚。",执手流浪,https://weibo.cn/su37,0,0,0,https://weibo.cn/comment/4lT9W?uid=1340655827&rl=1#cmtfrm,2010-04-01,20:23:38,2010-04-01
