Posts,User Names,User Links,Likes,Reblogs,Comments,Comment Links,Post Date,Post Time,Date in Datetime Format
:21部禽兽级的禁片，你看过几部？ 第1部：七尺男惨遭毒手变侏儒 痴情女真情不变仍同居—名侦探柯南 第2部：无耻幼童整日胡言乱语，终日W X年长女性为乐—蜡笔小新 第3部：销魂！白衣女子玩弄五男生一生!—圣斗士星矢 第4部：孩子脑积水，父亲脑萎缩 残障父子快乐生活—大头儿子小头爸爸,小鸽子酱,https://weibo.cn/gracegefang,0,0,0,https://weibo.cn/comment/2lFmVF?uid=1370396964&rl=1#cmtfrm,2010-08-01,23:50:01,2010-08-01
:《9岁男童遭父亲同居女友针刺》 http://sinaurl.cn/b8G3y,RickyYeung1986,https://weibo.cn/haradaseiki,0,0,0,https://weibo.cn/comment/2lFfJj?uid=1146202551&rl=1#cmtfrm,2010-08-01,23:48:40,2010-08-01
:浏览一广金同学的个人资料，她是汕头一中的。想到了宿舍某人的六中,69_style,https://weibo.cn/xiaosazai,0,0,2,https://weibo.cn/comment/2lDH6Y?uid=1539156645&rl=1#cmtfrm,2010-08-01,23:31:15,2010-08-01
:一男一女在QQ上相识，继而发展了N夜情。后来因为联络小了，便渐渐疏远。后来，通过腾讯微博的“我可能认识的人”功能，两人再度相遇，双方进行了深度的交流，增进了彼此的感情，现在他们打算在外面租房同居。在接受采访时两人异口同声的说，感谢腾讯微博，感谢qq.,meiyiti,https://weibo.cn/u/1735504460,0,0,0,https://weibo.cn/comment/2lDDH9?uid=1735504460&rl=1#cmtfrm,2010-08-01,23:31:03,2010-08-01
:成功被同居。哦耶。 大雁赐你香吻一个。MUA~,绵羊妹_JIA,https://weibo.cn/u/1663376362,0,0,0,https://weibo.cn/comment/2lDDBU?uid=1663376362&rl=1#cmtfrm,2010-08-01,23:31:03,2010-08-01
":名侦探柯南我估计到我80岁也不会结束了,无责任剧情猜想,找到BOSS后面还有一个BOSS,柯南永远长不大,继续和女友同居着,女友还浑然不知,小孩们的恋情更加复杂,不管是警察A还是B都都找到了青梅竹马,黑社会组织不断有人调查雪莉结果不是被和谐了就是各屁了,新一的父母偶尔出来客串一下.怪KID和柯南继续纠结",小鸽子酱,https://weibo.cn/gracegefang,0,0,0,https://weibo.cn/comment/2lDhw9?uid=1370396964&rl=1#cmtfrm,2010-08-01,23:27:20,2010-08-01
:娘亲你思想真是太先进了……妈妈 23:12:02 你拉拉？无性同居？ 我 23:13:03 。。。。。。,我以为我是太空人,https://weibo.cn/ajacied,0,0,5,https://weibo.cn/comment/2nC3qP?uid=1685955494&rl=1#cmtfrm,2010-08-02,23:19:25,2010-08-02
:终于看完小说《山楂树之恋》，期待张艺谋导演对呢部小说噶改编电影。依家又话拍埋电视剧，唔知道女主角是咩样呢？点解每一部红噶小说都会拍成电影同电视剧，就好似《杜拉拉升职记》《和空姐同居的日子》。。,世荣围脖,https://weibo.cn/zhangshirong,0,0,1,https://weibo.cn/comment/2nBSFL?uid=1742127594&rl=1#cmtfrm,2010-08-02,23:17:40,2010-08-02
:《恋爱前规则》就是电影版的《和空间同居的日子》嘛~~~,J大瑞他爹,https://weibo.cn/danielv,0,0,0,https://weibo.cn/comment/2nBbVG?uid=1677006435&rl=1#cmtfrm,2010-08-02,23:10:00,2010-08-02
:+ 21部禽兽级的禁片，你看过几部？ 第1部：七尺男惨遭毒手变侏儒 痴情女真情不变仍同居—名侦探柯南 第2部：无耻幼童整日胡言乱语，终日W X年长女性为乐—蜡笔小新 第3部：销魂！白衣女子玩弄五男生一生!—圣斗士星矢 第4部：孩子脑积水，父亲脑萎缩 残障父子快乐生活—大头儿子小头爸爸 +,敦煌饭店,https://weibo.cn/mooonshine,0,0,0,https://weibo.cn/comment/2nAdHC?uid=1265857531&rl=1#cmtfrm,2010-08-02,23:00:44,2010-08-02
