Posts,User Names,User Links,Likes,Reblogs,Comments,Comment Links,Post Date,Post Time,Date in Datetime Format
:B站看了一些关于催婚，生孩子，生二胎，给父母养老的问题，有两点感悟。1.努力挣钱，有钱才能做很多事情，没有钱要考虑很多，所以让自己变成一个有能力赚钱的人很重要。2.一个人只有一辈子，希望自己不被裹挟着过自己不想要的生活。,千字文章秋收冬藏chy,https://weibo.cn/u/5609159856,2,0,0,https://weibo.cn/comment/HBvzu8ZWP?uid=5609159856&rl=1#cmtfrm,2019-07-01,23:59:42,2019-07-01
":看透一些事情以后，依然有足够的勇气携手同行，这就是真谛。
结了婚以后才弄明白，金钱什么的不用太多，努力去挣有的花就行，虽然欲望无穷，但你我皆凡人，三观合才能幸福。
家庭真的是影响一个人非常重要的因素，难以改变！#Hello七月# 妈妈做的米线真的很好吃",七里香的名字很美-yy,https://weibo.cn/u/2615959641,1,0,0,https://weibo.cn/comment/HBvziyXgf?uid=2615959641&rl=1#cmtfrm,2019-07-01,23:59:15,2019-07-01
:他俩今年是布婚了诶,-孩见鬼-,https://weibo.cn/kidsseeghosts,365,26,70,https://weibo.cn/comment/HBvz4qAHN?uid=5845512960&rl=1#cmtfrm,2019-07-01,23:58:41,2019-07-01
:家里人不知道咋回事最近轮流劝我学车,问曲那一,https://weibo.cn/u/6035660729,2,0,4,https://weibo.cn/comment/HBvz00uTV?uid=6035660729&rl=1#cmtfrm,2019-07-01,23:58:30,2019-07-01
:好文丨“离了婚我才看清，老婆和母亲谁更重要，希望给大家提个醒”http://t.cn/Ai0NLeJS,美少女红烧土豆,https://weibo.cn/u/5445391435,0,0,0,https://weibo.cn/comment/HBvyVeocW?uid=5445391435&rl=1#cmtfrm,2019-07-01,23:58:19,2019-07-01
:难过的是，后来，我发现你对所有人的套路都一样，可笑的是，我以为我是独宠，为什么会重度恐婚，因为，看到了爱情虚假善变的样子。,小漫妖呀呀,https://weibo.cn/u/5305117122,4,1,4,https://weibo.cn/comment/HBvyUEbRI?uid=5305117122&rl=1#cmtfrm,2019-07-01,23:58:18,2019-07-01
":【人间夜话】
后来的后来
李志终于结了婚
朴树治好了他的忧郁症
马頔一首南山南烂了大街
宋冬野一首董小姐上了西天
尧十三完成了高中时的梦
好妺妹乐队终于堵了工体
陈粒依然自我不签公司
赵雷还和他的南方姑娘在流浪
好像最后大家都在忙着匆匆的与这世界潦草地和解
似乎没人还记得当初梦想的模样 http://t.cn/EcMAhtw",院里王璞,https://weibo.cn/u/2707584787,3,1,0,https://weibo.cn/comment/HBvyIfaAw?uid=2707584787&rl=1#cmtfrm,2019-07-01,23:57:47,2019-07-01
:怎么能找到形婚对象啊？,远方的希望123,https://weibo.cn/u/6468845477,0,0,0,https://weibo.cn/comment/HBvyyd5Ze?uid=6468845477&rl=1#cmtfrm,2019-07-01,23:57:24,2019-07-01
:#张艺兴#要参加《我家那小子》？可能会遭遇全国人民齐催婚 麻辣拷娱的秒拍视频,麻辣拷娱,https://weibo.cn/u/6090644764,6,0,0,https://weibo.cn/comment/HBvyqdHjF?uid=6090644764&rl=1#cmtfrm,2019-07-01,23:57:05,2019-07-01
:电视剧里的爱情永远都不是真的 现实真的很残酷 感觉结了婚 也就不是两个人的事了 生活的琐事真的能把善良的人变成一个活生生的怨妇,李龙芹,https://weibo.cn/u/6445386458,1,0,0,https://weibo.cn/comment/HBvxKgLmJ?uid=6445386458&rl=1#cmtfrm,2019-07-01,23:55:25,2019-07-01
