Posts,User Names,User Links,Likes,Reblogs,Comments,Comment Links,Post Date,Post Time,Date in Datetime Format
":丁奇
1、丁+乙——人遁吉格：丁为星，乙为日，相逢为吉格，贵人加官进喜，常人财帛（bo,丝织品）婚喜。
2、丁+丙——星随月转：丁为星，丙为月，相逢为吉格，贵人越级高升，常人乐中生悲。
3、丁+丁——奇入太阴：喜事遂心，万事如意。
4、丁+戊——青龙转光：官职升迁，常人威昌。
5、丁+己——火入勾陈：戌为坟墓，己为勾陈，奸私仇怨，事因女人。
6、丁+庚——文书阻隔：丁主文书，庚为阻隔之神，文书阻隔，行人必归。
7、丁+辛——朱雀入狱：辛为牢狱，为罪人，丁火克辛金。罪人有幸获释，领导退官失位。
8、丁+壬——五神互合：丁壬相合，贵人有恩，讼狱公平，男女苟合。
9、丁+癸——朱雀投江：癸主江河，癸水冲克丁火，文书口舌，是非扑身，词讼不利，音信沉溺。
10、丁+乾---火照天门，吉，分主客旺衰。又曰：玉女游天门。
11、丁+坎---朱雀投江，凶，分主客旺衰。
12、丁+艮---玉女乘云，吉，分主客旺衰。
13、丁+震---明雷相助，吉，分主客旺衰。
14、丁+巽---美女留神，吉，分主客旺衰。
15、丁+离---乘龙万里，吉，分主客旺衰。
16、丁+坤---玉女游地户，吉，分主客旺衰。
17、丁+兑---玉女入金乡，平，分主客旺衰。",古月自在乾坤,https://weibo.cn/u/1980918645,0,0,0,https://weibo.cn/comment/Ek9muamSo?uid=1980918645&rl=1#cmtfrm,2016-12-01,23:59:11,2016-12-01
://分享网易新闻:《老伯婚外性行为未用安全套 感染艾滋病传老伴》 老伯婚外性行为未用安全套 感染艾滋病传老伴 @网易新闻客户端 #网易新闻#,柏雅微博,https://weibo.cn/boyaweibo,0,0,0,https://weibo.cn/comment/Ek9mfodtf?uid=1857993042&rl=1#cmtfrm,2016-12-01,23:58:36,2016-12-01
":""明天俄要结婚祝俄幸福,好么, 明天妳要结婚俄去闹婚,篬lxhx躺中枪]妹矗 台湾·日月潭码头",只_有我们知道166,https://weibo.cn/u/5286348156,0,0,0,https://weibo.cn/comment/Ek9lSknjb?uid=5286348156&rl=1#cmtfrm,2016-12-01,23:57:41,2016-12-01
:男女之间的贱不是坏事，往往是有多爱就有多贱，越爱越贱，可越贱不一定越爱。——《隐婚男女》。[ppb讨厌],小眼睛姑娘f说书ei,https://weibo.cn/u/2144485843,0,0,0,https://weibo.cn/comment/Ek9lRaqcK?uid=2144485843&rl=1#cmtfrm,2016-12-01,23:57:38,2016-12-01
:【“逼婚时代”的速配快餐 相亲大会成最经济模式】年关临近，大龄或年轻的未婚者们又将迎来家长们新一轮的“逼婚”和“催婚”攻势。而在此之前，各类的相亲大会已经在火热进行，成为想要完成“任务”的未婚者和着急“逼婚时代”的速配快餐 相亲大会成最经济模式,一二三起二,https://weibo.cn/u/1166897413,0,0,0,https://weibo.cn/comment/Ek9li09m2?uid=1166897413&rl=1#cmtfrm,2016-12-01,23:56:14,2016-12-01
:C混了，昏了，婚了，悔了，灰了，黑了。,珍恳刃75,https://weibo.cn/u/6060273442,0,0,0,https://weibo.cn/comment/Ek9lfj6KJ?uid=6060273442&rl=1#cmtfrm,2016-12-01,23:56:07,2016-12-01
:♫我正在收听这首单曲:陈奕迅-十年(《明年今日》国语版|《隐婚男女》电影插曲)♫十年,不如看景,https://weibo.cn/u/5798188346,0,0,0,https://weibo.cn/comment/Ek9kFiong?uid=5798188346&rl=1#cmtfrm,2016-12-01,23:54:41,2016-12-01
:结个婚嘛 没什么特别的 老公第四天就上班了 俩人在一起腻歪的时间都没有 更别提去哪儿哪儿哪儿度个小蜜月了 一点新鲜感都没有 一天天的睡半天闲半天看会儿狗血剧就过了 对什么都提不起劲来 多多少少与想象中有点出入 就这样 我人生中所谓的大事就这么办完了一件 纵然我明白岁月是一去不返的东西留不住 但我还是如此挥霍虚度而过,薄荷色er,https://weibo.cn/u/5702068624,0,0,1,https://weibo.cn/comment/Ek9khjgBT?uid=5702068624&rl=1#cmtfrm,2016-12-01,23:53:46,2016-12-01
:史上第一宠婚-姒锦,张扬泽一,https://weibo.cn/u/2499295603,0,0,0,https://weibo.cn/comment/Ek9kgcrdm?uid=2499295603&rl=1#cmtfrm,2016-12-01,23:53:42,2016-12-01
:二字头的最后一个生日，简单温馨的度过，收获的一年，结了婚怀了娃，开始人生的新篇章，一切都那么顺理成章，知足感恩拥有的一切，不奢求更多，让这样的幸福一直延续下去就好！,兔思思joys,https://weibo.cn/liangjingsi,3,0,0,https://weibo.cn/comment/Ek9kfj15G?uid=1451882434&rl=1#cmtfrm,2016-12-01,23:53:39,2016-12-01
":结了婚的
一定要对老公好一点
毕竟他是这个世界上眼光最好的人
老公更要对老婆好点
毕竟她已经瞎了",黄梅高个子瘦了,https://weibo.cn/u/3106133897,0,0,0,https://weibo.cn/comment/Ek9jrm76R?uid=3106133897&rl=1#cmtfrm,2016-12-01,23:51:41,2016-12-01
:#随手#草率的结了婚已经是个错了，再也不要草率地去离婚。先试试看，真的不行再离也不迟。,LaLa豪豪,https://weibo.cn/u/2082424515,0,0,0,https://weibo.cn/comment/Ek9iUfF62?uid=2082424515&rl=1#cmtfrm,2016-12-01,23:50:22,2016-12-01
:没错，婚啦。你呢？,尕晓琴是嘟嘟脸,https://weibo.cn/u/2417178132,8,0,19,https://weibo.cn/comment/Ek9iJDDJa?uid=2417178132&rl=1#cmtfrm,2016-12-01,23:49:57,2016-12-01
:【幸福！奥运举重冠军大婚，新娘美艳，比老公还高半个头】 http://t.cn/Rf34l6y,大美妞潇洒哥,https://weibo.cn/u/3211412337,0,0,0,https://weibo.cn/comment/EkiNhAORK?uid=3211412337&rl=1#cmtfrm,2016-12-02,23:59:56,2016-12-02
:大家好，我已经23了，我觉得我也该面临结婚了。请问那些结了婚的，大家到民政局办理结婚证的时候，老婆是自己带还是他们民政局给我发,Pepsi-zero,https://weibo.cn/u/3030674483,0,0,0,https://weibo.cn/comment/EkiN8sYdm?uid=3030674483&rl=1#cmtfrm,2016-12-02,23:59:34,2016-12-02
:分享：刘翔吴莎斐济低调大婚http://t.cn/Rf34NK7分享：刘翔吴莎斐济低调大婚http://t.cn/Rf34NK7,卡卡可不,https://weibo.cn/571830022,0,0,0,https://weibo.cn/comment/EkiMPhMVC?uid=3693756554&rl=1#cmtfrm,2016-12-02,23:58:48,2016-12-02
:喜欢这种稳定的感情 不用担心你会不会走 不会担心你爱不爱 谈恋爱就像结了婚，不论怎么样，相信最后都会在一起 嗯，这样就够了。晚安 台州·北门广场,ZCL简,https://weibo.cn/u/5607101470,0,0,0,https://weibo.cn/comment/EkiMEkbqf?uid=5607101470&rl=1#cmtfrm,2016-12-02,23:58:22,2016-12-02
:#瑶瑶说事##夫妻，夜话##尖叫之夜##婚外性伴侣##性福生活##成为真正的成功男士##上海##北京##深圳##武汉##烟台##山东##厦门##福建# 🌺沁人缘至尊油男用按摩油到底是个啥❓❓使用有热胀感：直接有效促进毛细血管和海绵体的充血扩充，增速血液循环。1.性能力提升2.持久坚挺，使用一段时间后，不辅助其他外用，都可以持久力提高3.更容易勃起，勃起频次也会加强4.阴茎的疲劳度降低，修复海绵本和肌肉组织，平时一周3次房事，可以有效增加到5次。5.对性爱的需求会自然的提高6.性爱后，阴茎的疲劳度有明显改善7.充血勃起的膨胀系数加强，增大，增粗，增硬,至尊油延时喷剂总代,https://weibo.cn/u/5706807409,0,0,0,https://weibo.cn/comment/EkiMtnbqO?uid=5706807409&rl=1#cmtfrm,2016-12-02,23:57:56,2016-12-02
:只想说已经订了婚了还跟人勾搭上，知道自己女友要自杀了，还骗想要救援的朋友说已经找到人了，导致人自杀的时候无人阻挡。这样的男人真的好无辜哦~~~,Molla刻纹,https://weibo.cn/u/1312300620,0,0,0,https://weibo.cn/comment/EkiMq84Dp?uid=1312300620&rl=1#cmtfrm,2016-12-02,23:57:48,2016-12-02
:【恒大后防大将梅方大婚现场婚礼曝光 梅方个人资料美艳娇妻】 恒大后防大将梅方大婚现场婚礼曝光 梅方个人资料美艳娇妻,大美妞潇洒哥,https://weibo.cn/u/3211412337,0,0,0,https://weibo.cn/comment/EkiMe1BlV?uid=3211412337&rl=1#cmtfrm,2016-12-02,23:57:19,2016-12-02
":总是躲着韩剧走，却在看的时候那么迷。
期待自己是那里的其中一个。韩剧里的爱情，不都是鬼扯，生活是无常的，但那里的人最终都和爱情结了婚。而现在的我，终于开始期待爱情了，期待和一个温柔的人，因为爱情，而在一起。",初四的Alice,https://weibo.cn/u/3754687182,1,0,0,https://weibo.cn/comment/EkiLO2O3B?uid=3754687182&rl=1#cmtfrm,2016-12-02,23:56:17,2016-12-02
:12.1润操走五圈跑一圈 是因为锻炼才每天这么饿的嘛,刘玉佳1994,https://weibo.cn/u/3266303541,3,0,1,https://weibo.cn/comment/EkiLEj5fS?uid=3266303541&rl=1#cmtfrm,2016-12-02,23:55:53,2016-12-02
:【微信认识美女谈婚论嫁 被骗30万家破人亡才知对方是丑女,二叔正面刚,https://weibo.cn/slg198766,0,0,0,https://weibo.cn/comment/EkiLmhJZ7?uid=1949256373&rl=1#cmtfrm,2016-12-02,23:55:11,2016-12-02
:张继科 吃东西都不能好好吃，非要怼人家司[庆祝]机，说人司机胖不招姑,仅仅是因为我是传奇的小媳妇,https://weibo.cn/u/6047695628,0,0,0,https://weibo.cn/comment/EkiLbicTx?uid=6047695628&rl=1#cmtfrm,2016-12-02,23:54:45,2016-12-02
:#致十二月#工厂式生活，虽不累，可害怕寂寞，却又享受孤单,浪子何时能回过头,https://weibo.cn/u/6023511641,0,0,0,https://weibo.cn/comment/EkiL0pA6k?uid=6023511641&rl=1#cmtfrm,2016-12-02,23:54:19,2016-12-02
:【奥运举重冠军龙清泉大婚 爱妻美若天仙】 奥运举重冠军龙清泉大婚 爱妻美若天仙,大美妞潇洒哥,https://weibo.cn/u/3211412337,0,0,0,https://weibo.cn/comment/EkiKX7xve?uid=3211412337&rl=1#cmtfrm,2016-12-02,23:54:11,2016-12-02
:]蒙娜丽莎第18届婚博会来袭！从12月1号～12月25号凡是订单的朋友都可以享受3000元大礼包还有进店礼品 、有需要的朋友可以联系她 联系电话：18292867125/呲牙 /呲牙 西安·老街县,倾听夏沫凉,https://weibo.cn/u/5062914401,1,0,0,https://weibo.cn/comment/EkiKQ2Qd2?uid=5062914401&rl=1#cmtfrm,2016-12-02,23:53:54,2016-12-02
:岑丽香公布婚讯 在《冲上云霄2》中饰演空乘 岑丽香个人资料 参加过选美比赛上围傲人岑丽香公布婚讯 在《冲上云霄2》中饰演空乘 岑丽香个人资料 参加过选美比赛上围傲人,明天你好ing520,https://weibo.cn/u/3165089033,0,0,0,https://weibo.cn/comment/Eksdwg5G7?uid=3165089033&rl=1#cmtfrm,2016-12-03,23:59:17,2016-12-03
:我在 #腾讯文学# 的作品 #追婚101次：男神老公强势宠#发表了一个新章节：第38章：你不是他（6），求推荐求收藏求打赏，如果您喜欢我的作品，就快来创世支持我吧！作品地址：http://t.cn/Rf21kb6 更多好书，尽在腾讯文学 http://t.cn/Rt8Fjgg,云起-花花菜i,https://weibo.cn/u/2714806293,1,0,0,https://weibo.cn/comment/EksddApup?uid=2714806293&rl=1#cmtfrm,2016-12-03,23:58:33,2016-12-03
:八三夭乐团献唱TVBS原创概念电视剧《俏摩女抢头婚 Boysitter》主题曲《熊麻吉》mv，一起来听听看吧。 【HD】八三夭 熊麻吉MV（官方完整版）,月落痕依旧,https://weibo.cn/u/6069771761,0,0,0,https://weibo.cn/comment/EksdcpugH?uid=6069771761&rl=1#cmtfrm,2016-12-03,23:58:30,2016-12-03
