Posts,User Names,User Links,Likes,Reblogs,Comments,Comment Links,Post Date,Post Time,Date in Datetime Format
:再几小时枯等N久的阿花胖卷同居日志(误)就播了播了了了了，沸腾了充血了爆炸了，鞭死我吧,魔猴啾啾_陛下是基长,https://weibo.cn/7monkeygod,0,5,6,https://weibo.cn/comment/xELZJfL4V?uid=2293973370&rl=1#cmtfrm,2012-01-01,23:56:12,2012-01-01
:咱们明晚开始终于要同居了,高弯弯,https://weibo.cn/u/1843455331,0,0,6,https://weibo.cn/comment/xELZA68ae?uid=1843455331&rl=1#cmtfrm,2012-01-01,23:55:50,2012-01-01
:和时尚同居，应该算最牛的职场励志片吧。告诉我们，一昧的打工没有出息，创业路总是坎坷，失败离成功只差一步，竟争对手不是你永远的敌人…………,叶子16627248,https://weibo.cn/u/2194702163,0,0,0,https://weibo.cn/comment/xELZsxiTZ?uid=2194702163&rl=1#cmtfrm,2012-01-01,23:55:35,2012-01-01
:没结婚的同居，结婚的分居；动物像人一样穿衣，人像动物一样露肉；小孩像大人一样成熟，大人像小孩一样幻稚；女人像男人一样爷们，男人像女人一样娘们；没钱的像有钱的一样装富，有钱的像没钱的一样装穷；情人像夫人一样四处招摇，夫人像情人一样深居简出。,your王子,https://weibo.cn/u/1980692893,0,0,0,https://weibo.cn/comment/xELZghZux?uid=1980692893&rl=1#cmtfrm,2012-01-01,23:55:05,2012-01-01
:摩羯座如果想要你婚前同居，你就一定会提议，干脆直接结婚好了。你个性较为保守，很在乎世俗的眼光。同居对于你来说，也许是“离经背道”的事，你不愿轻易破坏自己的形象。而且你过分注重现实，并不想把太多的精力用在浪漫情调中。既然心已经定下来了，那就不需要再浪费时间了，不如就此步入红地毯。,淘粉丝吧,https://weibo.cn/taofans8,0,0,0,https://weibo.cn/comment/xELZfndtF?uid=2521579027&rl=1#cmtfrm,2012-01-01,23:55:03,2012-01-01
:和院长过 同居 有点害羞滴咧^3^,momolll3,https://weibo.cn/u/2561084745,0,0,1,https://weibo.cn/comment/xELYNvNhp?uid=2561084745&rl=1#cmtfrm,2012-01-01,23:53:57,2012-01-01
:不要和陌生人谈理想 最强壮的肌肉是我的心 ---《与时尚同居》,祥少new,https://weibo.cn/u/1980431725,0,0,0,https://weibo.cn/comment/xELXf0Mcd?uid=1980431725&rl=1#cmtfrm,2012-01-01,23:50:04,2012-01-01
:新年第一天：早上自然醒；午饭有劣质油的味道；饭后看了《金陵十三钗》和《与时尚同居》，前者效果没得说，相信老谋子的实力，看的间隙又对天杀的小日本多了几成愤恨；后者纯属商业片，结构、演员方面不够理想、广告穿插其中起到广告作用，喜欢上乔任梁；傍晚逛北美没晚饭，只进数颗玉米粒［OVER］,我是嗯哼大王的妹妹,https://weibo.cn/u/1995999713,0,0,0,https://weibo.cn/comment/xELX8nlL3?uid=1995999713&rl=1#cmtfrm,2012-01-01,23:49:51,2012-01-01
:http://t.cn/SMlYWi 优秀视屏广告转播//[转]东芝灯泡:这支广告是东芝为子品牌“东芝LED灯泡”准备的节日礼物，通过幕布表现一对伴侣从同居到抚…http://t.cn/SJmYQp,Providence-Forbidden,https://weibo.cn/garypw,0,1,0,https://weibo.cn/comment/xELX8bPAI?uid=1635403532&rl=1#cmtfrm,2012-01-01,23:49:50,2012-01-01
:【生日快乐】每年1月1日，除了要祝福所有人新年快乐，还要特别祝福4个在元旦节过生日的朋友生日快乐：我亲爱的JQ@伯得曼 ，我爱你胜过爱雷东多；我未来儿子的干妈@野蛮的名媛 ，我们俩的友情比很多爱情来得还要伟大；我亲爱的侄女@静静不是缺心眼 以及同居一室也不会擦出火花的@吸血蔷薇,clsuper,https://weibo.cn/clsuper,0,3,5,https://weibo.cn/comment/xELWfgfSN?uid=1436544624&rl=1#cmtfrm,2012-01-01,23:47:37,2012-01-01
