Posts,User Names,User Links,Likes,Reblogs,Comments,Comment Links,Post Date,Post Time,Date in Datetime Format
:同居第一天~得瑟一下~[害羞………………@烟花易冷-YUN,小慌纸励志做个行动派,https://weibo.cn/u/1974678582,0,0,7,https://weibo.cn/comment/yquj71mIZ?uid=1974678582&rl=1#cmtfrm,2012-07-01,23:54:33,2012-07-01
:亲爱的，等我毕业咱就同居吧,吃饭睡觉打博士饼,https://weibo.cn/u/2344684851,0,2,2,https://weibo.cn/comment/yquj2eBxG?uid=2344684851&rl=1#cmtfrm,2012-07-01,23:54:23,2012-07-01
:每次同你倾计总会捻翻起我们同居葛日子,不愛說話的陳小喵,https://weibo.cn/chandra53miao,0,2,0,https://weibo.cn/comment/yqui6mQKH?uid=1750128400&rl=1#cmtfrm,2012-07-01,23:52:06,2012-07-01
:同居四年，兄弟先滚了,谢思遥,https://weibo.cn/xiesiyao,0,0,4,https://weibo.cn/comment/yquhtCMM3?uid=1985127007&rl=1#cmtfrm,2012-07-01,23:50:34,2012-07-01
:一个人除了家人之外，还是需要朋友的，看着人家朋友间聊的火热，再看看自己，身边没一个朋友，也插不上嘴，只能干看着。想美美了，想着我们的同居生活，想着一伙人吃饭……现在各奔东西南北，也不知道啥时候才能聚聚,我是-蒋小贝,https://weibo.cn/u/2207182775,0,0,11,https://weibo.cn/comment/yquh1z2aq?uid=2207182775&rl=1#cmtfrm,2012-07-01,23:49:27,2012-07-01
:今天就像做了一场梦，一早开车去肇庆跟曾经的同居密友见面，吃了顿丰盛的午餐，然后逛了下湖边就回家了。实在是太匆忙，都还没见够呢。亲爱的 @野马也有懦弱的心 送的礼物真的让我好惊喜！真是个傻瓜子！,地瓜地瓜我要发芽,https://weibo.cn/333270603,0,0,12,https://weibo.cn/comment/yqugP9zAi?uid=1746133327&rl=1#cmtfrm,2012-07-01,23:48:57,2012-07-01
":""谈恋爱"" 和""同居生活""是两个过程。谈恋爱得到一个恋人，在同居之后才能确定这个人是否是结婚的对象。恋爱期培养新鲜感，结婚后以协调矛盾为主。因为婚姻的重要性，所以应该以一段同居时期来模拟生活，用来在恋人的范围内寻找结婚对象，除去机率较小的一见钟情，同居期是非常有必要的。",CYFfeifei,https://weibo.cn/538390678,0,0,2,https://weibo.cn/comment/yqug02Ua4?uid=2675880383&rl=1#cmtfrm,2012-07-01,23:46:51,2012-07-01
:花仙子和我同居[cai晃头][cai晃头]睡觉咯～,水仙嘛水仙hh,https://weibo.cn/u/1769198795,0,0,18,https://weibo.cn/comment/yqufFlszx?uid=1769198795&rl=1#cmtfrm,2012-07-01,23:46:03,2012-07-01
": @cheese小蘑菇 今年的生日马上要过去了,是开心的一天吗?褪去学生身份后的第一个生日,祝你前程似锦!爱你想你",象别豆,https://weibo.cn/xiangbiedou,0,0,1,https://weibo.cn/comment/yqucQrgVw?uid=1248394460&rl=1#cmtfrm,2012-07-01,23:39:08,2012-07-01
:暑假同居否@叉叉熊457,肿么还肿着,https://weibo.cn/u/1371366420,0,1,0,https://weibo.cn/comment/yqucMwqF3?uid=1371366420&rl=1#cmtfrm,2012-07-01,23:39:00,2012-07-01
:@Koo兒仔 @法眼四方 @口口日月化十 @Cake-Cake @--wxy-- @福星高照lzl @crystal_小晕晕 @唔系羽月 1生之中，2行热泪，毕业3年，4载同居，5彩缤纷，6层之上，7楼宿舍，8罐啤酒，9世修缘，10分珍惜！——周年纪念（劲想你地）周华健-朋友-朋友,思丝良燚,https://weibo.cn/godthunder,0,0,2,https://weibo.cn/comment/yqucLpOsq?uid=1801258245&rl=1#cmtfrm,2012-07-01,23:38:55,2012-07-01
:在车上也不忘自拍。。。我的同居人@G猪文文,baobei晶,https://weibo.cn/u/1969597020,0,0,1,https://weibo.cn/comment/yqucqqJeo?uid=1969597020&rl=1#cmtfrm,2012-07-01,23:38:08,2012-07-01
: @亦薇Cynthia @竹二酒窝控 同居生活正式开始了,翻风微凉,https://weibo.cn/weiliang46,0,1,6,https://weibo.cn/comment/yqubN7O62?uid=1277771835&rl=1#cmtfrm,2012-07-01,23:36:29,2012-07-01
:9点多吃完饭上床不喜欢同居同事的歌，打开手机中的下载的歌完全不在调的低声鬼哭狼嚎的，后戴上耳机继续不着调嚎，23点多了，还真有意犹未尽感！现在困了，眼睛开始打架了！我怕不知不觉又睡着了～,欣心飞翔,https://weibo.cn/u/1213466764,0,0,4,https://weibo.cn/comment/yqubJhGN1?uid=1213466764&rl=1#cmtfrm,2012-07-01,23:36:24,2012-07-01
:北京，就是背景。上海就是商海。欲望，就是渔网。老公，就是劳工。晚上，就是玩赏。云雨，就是孕育。升职，便是升值。同居，便是痛聚。誓言，就是失言。男人，就是难人。理想，就是离乡。缘分，就是怨愤。失去，就是拾取。 清醒，就是庆幸。 http://t.cn/zWbtG9v,王丰-V,https://weibo.cn/u/2485320751,0,1,0,https://weibo.cn/comment/yqub82ewl?uid=2485320751&rl=1#cmtfrm,2012-07-01,23:34:51,2012-07-01
:看过《与时尚同居》：时尚，不是穿什么，而是一种态度。。。 ★★★ http://t.cn/aKO2Ds,双下巴的凯蒂,https://weibo.cn/u/1893755394,0,0,3,https://weibo.cn/comment/yquaZstn8?uid=1893755394&rl=1#cmtfrm,2012-07-01,23:34:35,2012-07-01
:与时尚同居/Sleepless Fashion 2012 720p.HD [国语中字/FTP] | ◎译　　名　与时尚同居 ◎片　　名　Sleepless Fashion ◎年　　代　2011 ◎国　　家　中国 ◎类　　别　爱情/喜剧 ◎语　　言　普通话 ◎字　　幕　中文 ◎文件格式　HD-RMVB http://t.cn/zWbt42N,电影迷DianyME,https://weibo.cn/115file,0,0,0,https://weibo.cn/comment/yquaD2311?uid=1958708580&rl=1#cmtfrm,2012-07-01,23:33:42,2012-07-01
:再一次重温#与时尚同居#这个神态貌似似曾相识。。。。。,Cindy范范,https://weibo.cn/u/1844340934,0,0,1,https://weibo.cn/comment/yqDLIrXqW?uid=1844340934&rl=1#cmtfrm,2012-07-02,23:59:48,2012-07-02
":曝许志安已向郑秀文求婚 9月将离港登记结婚,郑秀文生日1972年8月19日，八字三柱壬子 戊申 壬午，甲辰运，今年壬辰年，有三合局之实，无三合局的名，这就是说，可同居而不能公开，若公开，甲木是官星的敌人，事情就难办了。所以，郑秀文结婚消息透露，那前景凶多吉少，变数比较大。",爱尚棋牌游戏,https://weibo.cn/029fanxian,0,0,0,https://weibo.cn/comment/yqDKOjRF7?uid=2700326802&rl=1#cmtfrm,2012-07-02,23:57:33,2012-07-02
:看哪，弟兄和睦同居，是何等的善，何等的美！《诗篇133：1》,寻找失丧的人,https://weibo.cn/chtzk,0,0,0,https://weibo.cn/comment/yqDIIA3ib?uid=2058358560&rl=1#cmtfrm,2012-07-02,23:52:21,2012-07-02
:对@不睡睡睡 说：现在对你全线通缉，请速速回电，并将你的同居人电话号码以短信形式发给我。并同时将鸡翅等COS同伴的号码留两个，以便我随时可以联系你。,草莓不睡,https://weibo.cn/seaandlulu,0,1,1,https://weibo.cn/comment/yqDIHosq1?uid=1751853537&rl=1#cmtfrm,2012-07-02,23:52:22,2012-07-02
:中国文字真厉害：北京就是背景。上海就是商海。欲望，就是渔网。老公，就是劳工。晚上，就是玩赏。云雨，就是孕育。升职，便是升值。同居，便是痛聚。誓言，就是失言。男人，就是难人。理想，就是离乡。缘分，就是怨愤。失去，就是拾取。 清醒，就是庆幸。结婚就是皆昏。,虚己者进德2011,https://weibo.cn/u/2018055771,0,1,0,https://weibo.cn/comment/yqDH13JwP?uid=2018055771&rl=1#cmtfrm,2012-07-02,23:48:13,2012-07-02
:同桌：同桌是考试时的救星，睡觉时的警卫，生病时的仆人还有，同桌常常是最好的朋友，患难与共的盟友，可以靠着你哭泣、倾诉，听你诉说的人。学校生活中，距离你最近的人。同桌之间有竞争，帮助。同桌是必不可少的。同桌：同居在桌上！同桌：与你相邻的座位上所坐的人。,chminscy,https://weibo.cn/u/2292817813,0,0,0,https://weibo.cn/comment/yqDGb4hr8?uid=2292817813&rl=1#cmtfrm,2012-07-02,23:46:09,2012-07-02
:第五份礼物，看到大舅也去帮忙三舅赶货，好开心，看到祷告的回应，是的，兄弟和睦同居，是何等的美，何等的善，这是正面影响的开始，感谢主。,屋顶上的YY,https://weibo.cn/YoraCaiST,0,0,2,https://weibo.cn/comment/yqDG5brgV?uid=2690858962&rl=1#cmtfrm,2012-07-02,23:45:53,2012-07-02
:【milannews.it】意甲后卫历史最高薪_ac米兰吧 http://t.cn/zWbsKFY （分享自 @百度贴吧）弟媳的600万年薪刷新了意甲历史上的后卫年薪记录，然而放眼欧洲，特里以750万位居第一，皮克和阿尔维斯以700万同居第二，费迪南德650万紧随其后,AC米兰吧,https://weibo.cn/baiduacmilan8,0,7,7,https://weibo.cn/comment/yqDFkv7va?uid=2426843592&rl=1#cmtfrm,2012-07-02,23:44:04,2012-07-02
:我們的新家、快樂的同居生活、不要羨慕。@zy--妖妖妖 http://t.cn/zWbsoYW,小肥肥和工地狗的日常,https://weibo.cn/u/2137436797,0,0,12,https://weibo.cn/comment/yqDF3l3AK?uid=2137436797&rl=1#cmtfrm,2012-07-02,23:43:23,2012-07-02
:在时尚圈，永远不要暴露你的出身，也不要跟陌生人谈论理想。---《与时尚同居》,红黑军团小青年,https://weibo.cn/206133315,0,1,0,https://weibo.cn/comment/yqDDHpWFY?uid=1564474197&rl=1#cmtfrm,2012-07-02,23:40:04,2012-07-02
:求七月下旬到八月在大连同居的人一位,曲镜达,https://weibo.cn/207774021,0,0,0,https://weibo.cn/comment/yqDCU3I1j?uid=1933309795&rl=1#cmtfrm,2012-07-02,23:38:02,2012-07-02
:好激动～终于来住了～海陵岛五星级海景，哈哈，我和@许晓DD 同居了,2351hD,https://weibo.cn/u/1956350252,0,0,10,https://weibo.cn/comment/yqDCJ9D4F?uid=1956350252&rl=1#cmtfrm,2012-07-02,23:37:36,2012-07-02
:中国的文字真是厉害：北京，就是背景。上海就是商海。欲望，就是渔网。老公，就是劳工。晚上，就是玩赏。云雨，就是孕育。升职，便是升值。同居，便是痛聚。誓言，就是失言。男人，就是难人。理想，就是离乡。缘分，就是怨愤。失去，就是拾取。 清醒，就是庆幸。结婚就是皆昏。,宋荣芳风险管理师,https://weibo.cn/u/2624782943,0,1,0,https://weibo.cn/comment/yqDBOooFL?uid=2624782943&rl=1#cmtfrm,2012-07-02,23:35:21,2012-07-02
:毕业照之相亲相爱。谢谢蒋大爷专程跑来跟我们拍毕业照，还傻傻在楼下等我等得睡着了，最后还帮我这冒死鬼把家人送出去，感动[lb哭]跟你同居2年半，谢谢你耐住我的臭脾气。现在又回想起那次超级棒的四川之旅，感谢认识了你！@Ailsa_蒋静 广州见！,罗嘉莉chanly,https://weibo.cn/u/1894564830,0,1,1,https://weibo.cn/comment/yqDBO8gax?uid=1894564830&rl=1#cmtfrm,2012-07-02,23:35:23,2012-07-02
:中国的文字真厉害： 北京，就是背景。上海就是商海。欲望，就是渔网。老公，就是劳工。晚上，就是玩赏。云雨，就是孕育。升职，便是升值。同居，便是痛聚。誓言，就是失言。男人，就是难人。理想，就是离乡。缘分，就是怨愤。失去，就是拾取。 清醒，就是庆幸。结婚就是皆昏！,硬G汉,https://weibo.cn/u/2376278937,0,0,1,https://weibo.cn/comment/yqDBpBxvA?uid=2376278937&rl=1#cmtfrm,2012-07-02,23:34:25,2012-07-02
:下午醒来，和两个曾经同居过的女人打电话，一个是@CC利亚 ，一个是老妈。大姐，念念也就过去了。没做好的，可以改，毕竟伤害不在。可对老妈还是恨铁不成钢。老爸外面又不干净了。每个人不满自己生活，就须有勇气改变。我实在受够了不满意自己生活，又不愿改变的人。求求你们了，好好为自己的生活打算。,Mister_Vintage,https://weibo.cn/welsim,0,0,3,https://weibo.cn/comment/yqDBpjW55?uid=1649962241&rl=1#cmtfrm,2012-07-02,23:34:24,2012-07-02
: @ssan_liuxinliang 我们的半同居生活即将开始，哈哈,sss有病,https://weibo.cn/u/2637426401,0,1,3,https://weibo.cn/comment/yqNbQg5cq?uid=2637426401&rl=1#cmtfrm,2012-07-03,23:58:50,2012-07-03
